product_number,name,description,price,category_name,category_id,parent_category_id,variant,manufacturer,tag
P0001314,Product 1314,Description of Product 1314,915.62,Furniture,1004,,Color:Red;Size:XL;Material:Steel,Samsung,Kitchen;Furniture
P0001315,Product 1315,Description of Product 1315,108.21,Electronics,1001,1002,Color:Brown;Size:XL,Ikea,Furniture;Smartphones
P0001316,Product 1316,Description of Product 1316,791.66,Furniture,1004,1004,Color:White;Size:XL;Material:Plastic,Ikea,Home;Furniture
P0001317,Product 1317,Description of Product 1317,902.12,Furniture,1004,,Color:Red;Size:M;Material:Steel,Panasonic,Home;Utensils
P0001318,Product 1318,Description of Product 1318,755.63,Furniture,1004,,Color:Brown;Size:M;Material:Steel,Samsung,Smartphones;Electronics
P0001319,Product 1319,Description of Product 1319,534.73,Kitchen,1003,1001,Color:Brown;Size:L;Material:Wood,LG,Utensils;Electronics
P0001320,Product 1320,Description of Product 1320,384.58,Toys,1005,1002,Color:White;Size:L,LG,Kitchen;Electronics
P0001321,Product 1321,Description of Product 1321,325.28,Home Appliances,1002,1004,Color:White;Size:S;Voltage:110V,Ikea,Home;Kitchen
P0001322,Product 1322,Description of Product 1322,670.19,Toys,1005,1005,Color:Blue;Size:S,LG,Utensils;Kitchen
P0001323,Product 1323,Description of Product 1323,906.35,Home Appliances,1002,1002,Color:Red;Size:M;Voltage:110V,Sony,Furniture;Gadgets
P0001324,Product 1324,Description of Product 1324,812.09,Toys,1005,1003,Color:Blue;Size:XL,Sony,Gadgets;Home
P0001325,Product 1325,Description of Product 1325,398.57,Kitchen,1003,,Color:Black;Size:S;Material:Wood,Sony,Gadgets;Furniture
P0001326,Product 1326,Description of Product 1326,594.43,Toys,1005,1001,Color:Red;Size:L,Sony,Kitchen;Gadgets
P0001327,Product 1327,Description of Product 1327,87.36,Toys,1005,1005,Color:Brown;Size:S,LG,Utensils;Kitchen
P0001328,Product 1328,Description of Product 1328,493.94,Kitchen,1003,1005,Color:Blue;Size:XL;Material:Steel,Samsung,Living Room;Kitchen
P0001329,Product 1329,Description of Product 1329,421.52,Furniture,1004,1004,Color:Blue;Size:L;Material:Plastic,Panasonic,Electronics;Furniture
P0001330,Product 1330,Description of Product 1330,937.48,Books,1006,1003,Color:White;Size:XL,Samsung,Living Room;Electronics
P0001331,Product 1331,Description of Product 1331,360.63,Furniture,1004,1005,Color:Blue;Size:L;Material:Plastic,Ikea,Utensils;Smartphones
P0001332,Product 1332,Description of Product 1332,564.02,Toys,1005,1003,Color:Brown;Size:M,LG,Furniture;Living Room
P0001333,Product 1333,Description of Product 1333,858.81,Kitchen,1003,1005,Color:Brown;Size:XL;Material:Steel,Panasonic,Gadgets;Furniture
P0001334,Product 1334,Description of Product 1334,489.94,Books,1006,,Color:Brown;Size:XL,LG,Kitchen;Gadgets
P0001335,Product 1335,Description of Product 1335,45.31,Books,1006,1002,Color:Brown;Size:S,Sony,Kitchen;Furniture
P0001336,Product 1336,Description of Product 1336,618.55,Furniture,1004,1001,Color:Red;Size:S;Material:Steel,Ikea,Utensils;Smartphones
P0001337,Product 1337,Description of Product 1337,412.54,Books,1006,,Color:Brown;Size:S,Sony,Living Room;Utensils
P0001338,Product 1338,Description of Product 1338,653.59,Toys,1005,1003,Color:Black;Size:M,LG,Smartphones;Kitchen
P0001339,Product 1339,Description of Product 1339,155.65,Home Appliances,1002,1004,Color:Red;Size:S;Voltage:220V,Samsung,Smartphones;Kitchen
P0001340,Product 1340,Description of Product 1340,887.76,Books,1006,1003,Color:White;Size:M,Panasonic,Kitchen;Utensils
P0001341,Product 1341,Description of Product 1341,139.92,Electronics,1001,1001,Color:Red;Size:XL,Samsung,Electronics;Utensils
P0001342,Product 1342,Description of Product 1342,488.77,Kitchen,1003,1004,Color:Black;Size:S;Material:Plastic,LG,Gadgets;Home
P0001343,Product 1343,Description of Product 1343,780.56,Books,1006,1005,Color:Black;Size:XL,LG,Gadgets;Kitchen
P0001344,Product 1344,Description of Product 1344,435.59,Kitchen,1003,1001,Color:Black;Size:L;Material:Wood,LG,Electronics;Gadgets
P0001345,Product 1345,Description of Product 1345,186.74,Toys,1005,1005,Color:White;Size:L,Samsung,Electronics;Home
P0001346,Product 1346,Description of Product 1346,690.12,Books,1006,1002,Color:Blue;Size:XL,Panasonic,Gadgets;Furniture
P0001347,Product 1347,Description of Product 1347,27.86,Home Appliances,1002,1004,Color:Blue;Size:XL;Voltage:220V,LG,Utensils;Living Room
P0001348,Product 1348,Description of Product 1348,372.17,Furniture,1004,1003,Color:Black;Size:M;Material:Steel,Samsung,Gadgets;Utensils
P0001349,Product 1349,Description of Product 1349,996.94,Furniture,1004,1004,Color:Black;Size:L;Material:Plastic,Panasonic,Living Room;Home
P0001350,Product 1350,Description of Product 1350,849.9,Furniture,1004,1002,Color:Blue;Size:M;Material:Wood,Sony,Living Room;Kitchen
P0001351,Product 1351,Description of Product 1351,108.79,Kitchen,1003,,Color:Brown;Size:S;Material:Plastic,Philips,Kitchen;Smartphones
P0001352,Product 1352,Description of Product 1352,120.28,Furniture,1004,1001,Color:Brown;Size:XL;Material:Plastic,Samsung,Kitchen;Utensils
P0001353,Product 1353,Description of Product 1353,672.32,Electronics,1001,,Color:Blue;Size:XL,Sony,Gadgets;Furniture
P0001354,Product 1354,Description of Product 1354,577.29,Books,1006,1005,Color:Brown;Size:M,LG,Gadgets;Kitchen
P0001355,Product 1355,Description of Product 1355,82.37,Toys,1005,1001,Color:Brown;Size:M,LG,Electronics;Utensils
P0001356,Product 1356,Description of Product 1356,55.94,Books,1006,,Color:Brown;Size:XL,Sony,Smartphones;Electronics
P0001357,Product 1357,Description of Product 1357,722.4,Home Appliances,1002,1003,Color:Blue;Size:S;Voltage:220V,LG,Gadgets;Kitchen
P0001358,Product 1358,Description of Product 1358,390.35,Kitchen,1003,1003,Color:Red;Size:S;Material:Wood,Philips,Home;Kitchen
P0001359,Product 1359,Description of Product 1359,384.6,Kitchen,1003,1002,Color:Red;Size:M;Material:Wood,LG,Furniture;Living Room
P0001360,Product 1360,Description of Product 1360,663.85,Toys,1005,1005,Color:Red;Size:M,Philips,Home;Gadgets
P0001361,Product 1361,Description of Product 1361,671.8,Electronics,1001,1001,Color:Black;Size:L,Samsung,Furniture;Electronics
P0001362,Product 1362,Description of Product 1362,968.19,Home Appliances,1002,1003,Color:Brown;Size:L;Voltage:110V,Philips,Furniture;Gadgets
P0001363,Product 1363,Description of Product 1363,782.06,Electronics,1001,1001,Color:Brown;Size:XL,Ikea,Living Room;Home
P0001364,Product 1364,Description of Product 1364,216.61,Home Appliances,1002,1003,Color:Blue;Size:M;Voltage:110V,Sony,Home;Smartphones
P0001365,Product 1365,Description of Product 1365,710.48,Electronics,1001,1005,Color:White;Size:M,LG,Kitchen;Furniture
P0001366,Product 1366,Description of Product 1366,273.94,Books,1006,1004,Color:Black;Size:XL,Panasonic,Kitchen;Furniture
P0001367,Product 1367,Description of Product 1367,530.27,Toys,1005,1001,Color:Red;Size:M,Philips,Home;Electronics
P0001368,Product 1368,Description of Product 1368,48.32,Toys,1005,1001,Color:White;Size:L,Panasonic,Home;Furniture
P0001369,Product 1369,Description of Product 1369,167.28,Kitchen,1003,1005,Color:White;Size:L;Material:Steel,Ikea,Furniture;Kitchen
P0001370,Product 1370,Description of Product 1370,255.45,Toys,1005,1002,Color:Red;Size:L,Ikea,Utensils;Smartphones
P0001371,Product 1371,Description of Product 1371,16.61,Toys,1005,,Color:Brown;Size:L,Philips,Home;Living Room
P0001372,Product 1372,Description of Product 1372,989.72,Toys,1005,,Color:Brown;Size:XL,Panasonic,Smartphones;Utensils
P0001373,Product 1373,Description of Product 1373,284.23,Home Appliances,1002,1002,Color:Brown;Size:XL;Voltage:110V,Samsung,Kitchen;Smartphones
P0001374,Product 1374,Description of Product 1374,504.72,Electronics,1001,1002,Color:White;Size:L,Philips,Kitchen;Electronics
P0001375,Product 1375,Description of Product 1375,909.71,Toys,1005,1004,Color:Blue;Size:L,Ikea,Smartphones;Home
P0001376,Product 1376,Description of Product 1376,95.25,Kitchen,1003,,Color:Red;Size:S;Material:Steel,Sony,Furniture;Smartphones
P0001377,Product 1377,Description of Product 1377,133.13,Home Appliances,1002,1005,Color:Red;Size:XL;Voltage:110V,Sony,Living Room;Home
P0001378,Product 1378,Description of Product 1378,766.3,Home Appliances,1002,1004,Color:White;Size:M;Voltage:110V,Sony,Kitchen;Home
P0001379,Product 1379,Description of Product 1379,689.78,Furniture,1004,1002,Color:Blue;Size:S;Material:Steel,LG,Living Room;Home
P0001380,Product 1380,Description of Product 1380,321.04,Furniture,1004,,Color:Blue;Size:S;Material:Wood,Ikea,Kitchen;Gadgets
P0001381,Product 1381,Description of Product 1381,313.57,Kitchen,1003,1003,Color:White;Size:M;Material:Wood,Philips,Smartphones;Utensils
P0001382,Product 1382,Description of Product 1382,826.47,Toys,1005,,Color:Black;Size:XL,Philips,Kitchen;Home
P0001383,Product 1383,Description of Product 1383,710.98,Furniture,1004,1002,Color:Black;Size:S;Material:Plastic,Ikea,Gadgets;Living Room
P0001384,Product 1384,Description of Product 1384,775.54,Books,1006,1003,Color:White;Size:XL,Philips,Utensils;Gadgets
P0001385,Product 1385,Description of Product 1385,475.31,Home Appliances,1002,1004,Color:Black;Size:S;Voltage:110V,Panasonic,Electronics;Furniture
P0001386,Product 1386,Description of Product 1386,998.99,Books,1006,,Color:White;Size:M,Sony,Utensils;Furniture
P0001387,Product 1387,Description of Product 1387,988.77,Electronics,1001,1002,Color:Black;Size:S,Philips,Electronics;Gadgets
P0001388,Product 1388,Description of Product 1388,273.61,Kitchen,1003,1005,Color:Red;Size:XL;Material:Steel,LG,Smartphones;Gadgets
P0001389,Product 1389,Description of Product 1389,880.24,Toys,1005,1003,Color:Blue;Size:S,Panasonic,Electronics;Living Room
P0001390,Product 1390,Description of Product 1390,295.49,Furniture,1004,1002,Color:White;Size:XL;Material:Plastic,Philips,Smartphones;Kitchen
P0001391,Product 1391,Description of Product 1391,355.59,Books,1006,1004,Color:White;Size:M,LG,Living Room;Smartphones
P0001392,Product 1392,Description of Product 1392,976.64,Electronics,1001,1001,Color:White;Size:L,Philips,Furniture;Gadgets
P0001393,Product 1393,Description of Product 1393,266.69,Furniture,1004,1001,Color:Brown;Size:M;Material:Steel,LG,Gadgets;Electronics
P0001394,Product 1394,Description of Product 1394,43.02,Books,1006,1003,Color:White;Size:L,Philips,Living Room;Electronics
P0001395,Product 1395,Description of Product 1395,867.27,Electronics,1001,1001,Color:Black;Size:M,Samsung,Kitchen;Electronics
P0001396,Product 1396,Description of Product 1396,961.18,Home Appliances,1002,1003,Color:White;Size:L;Voltage:220V,Samsung,Furniture;Utensils
P0001397,Product 1397,Description of Product 1397,614.82,Toys,1005,1005,Color:Black;Size:XL,Ikea,Smartphones;Furniture
P0001398,Product 1398,Description of Product 1398,554.5,Furniture,1004,1005,Color:White;Size:S;Material:Wood,Samsung,Furniture;Utensils
P0001399,Product 1399,Description of Product 1399,786.67,Toys,1005,,Color:Black;Size:M,Samsung,Electronics;Smartphones
P0001400,Product 1400,Description of Product 1400,827.82,Toys,1005,1003,Color:White;Size:S,Sony,Home;Kitchen
P0001401,Product 1401,Description of Product 1401,522.52,Home Appliances,1002,1001,Color:Black;Size:L;Voltage:220V,Samsung,Furniture;Living Room
P0001402,Product 1402,Description of Product 1402,359.28,Electronics,1001,1005,Color:Blue;Size:S,Philips,Gadgets;Electronics
P0001403,Product 1403,Description of Product 1403,333.1,Furniture,1004,1002,Color:Brown;Size:XL;Material:Plastic,LG,Living Room;Gadgets
P0001404,Product 1404,Description of Product 1404,111.49,Toys,1005,,Color:Black;Size:L,Samsung,Utensils;Gadgets
P0001405,Product 1405,Description of Product 1405,562.41,Books,1006,1003,Color:Black;Size:M,Sony,Smartphones;Kitchen
P0001406,Product 1406,Description of Product 1406,224.61,Home Appliances,1002,1005,Color:White;Size:L;Voltage:110V,Samsung,Furniture;Home
P0001407,Product 1407,Description of Product 1407,49.97,Toys,1005,1004,Color:White;Size:XL,Samsung,Electronics;Smartphones
P0001408,Product 1408,Description of Product 1408,772.88,Furniture,1004,1003,Color:Red;Size:XL;Material:Steel,LG,Gadgets;Electronics
P0001409,Product 1409,Description of Product 1409,219.19,Home Appliances,1002,1005,Color:Brown;Size:XL;Voltage:220V,LG,Living Room;Home
P0001410,Product 1410,Description of Product 1410,332.73,Books,1006,1004,Color:Red;Size:L,Sony,Furniture;Smartphones
P0001411,Product 1411,Description of Product 1411,348.49,Furniture,1004,1005,Color:Red;Size:M;Material:Plastic,Sony,Home;Living Room
P0001412,Product 1412,Description of Product 1412,953.9,Home Appliances,1002,1002,Color:White;Size:S;Voltage:220V,Panasonic,Home;Electronics
P0001413,Product 1413,Description of Product 1413,648.43,Furniture,1004,,Color:Red;Size:L;Material:Plastic,Philips,Gadgets;Smartphones
P0001414,Product 1414,Description of Product 1414,316.86,Toys,1005,1004,Color:Brown;Size:XL,Panasonic,Electronics;Gadgets
P0001415,Product 1415,Description of Product 1415,862.01,Electronics,1001,1002,Color:Blue;Size:S,Samsung,Utensils;Living Room
P0001416,Product 1416,Description of Product 1416,13.9,Furniture,1004,1003,Color:Brown;Size:XL;Material:Steel,Philips,Utensils;Smartphones
P0001417,Product 1417,Description of Product 1417,961.97,Furniture,1004,1003,Color:Black;Size:L;Material:Plastic,Samsung,Furniture;Gadgets
P0001418,Product 1418,Description of Product 1418,929.25,Books,1006,1002,Color:Black;Size:L,Samsung,Utensils;Smartphones
P0001419,Product 1419,Description of Product 1419,956.17,Books,1006,1005,Color:Brown;Size:M,Panasonic,Kitchen;Living Room
P0001420,Product 1420,Description of Product 1420,515.4,Toys,1005,1005,Color:Red;Size:L,Sony,Utensils;Living Room
P0001421,Product 1421,Description of Product 1421,277.7,Books,1006,1005,Color:Black;Size:S,Panasonic,Furniture;Home
P0001422,Product 1422,Description of Product 1422,947.73,Electronics,1001,1005,Color:Brown;Size:M,Ikea,Living Room;Furniture
P0001423,Product 1423,Description of Product 1423,974.23,Electronics,1001,1005,Color:Blue;Size:S,Philips,Kitchen;Living Room
P0001424,Product 1424,Description of Product 1424,145.75,Toys,1005,1005,Color:White;Size:L,Samsung,Smartphones;Gadgets
P0001425,Product 1425,Description of Product 1425,270.81,Kitchen,1003,,Color:Black;Size:M;Material:Plastic,Philips,Utensils;Electronics
P0001426,Product 1426,Description of Product 1426,450.01,Home Appliances,1002,1003,Color:White;Size:M;Voltage:110V,Panasonic,Living Room;Kitchen
P0001427,Product 1427,Description of Product 1427,883.94,Kitchen,1003,1002,Color:Red;Size:S;Material:Steel,LG,Furniture;Smartphones
P0001428,Product 1428,Description of Product 1428,598.13,Furniture,1004,1005,Color:Blue;Size:XL;Material:Steel,Philips,Kitchen;Home
P0001429,Product 1429,Description of Product 1429,790.94,Home Appliances,1002,1001,Color:White;Size:XL;Voltage:110V,Philips,Home;Electronics
P0001430,Product 1430,Description of Product 1430,403.15,Furniture,1004,1002,Color:Red;Size:S;Material:Wood,LG,Electronics;Gadgets
P0001431,Product 1431,Description of Product 1431,233.47,Toys,1005,1004,Color:White;Size:M,Panasonic,Living Room;Electronics
P0001432,Product 1432,Description of Product 1432,253.8,Home Appliances,1002,1003,Color:Brown;Size:XL;Voltage:110V,Samsung,Home;Furniture
P0001433,Product 1433,Description of Product 1433,808.87,Furniture,1004,1003,Color:Blue;Size:M;Material:Wood,LG,Kitchen;Home
P0001434,Product 1434,Description of Product 1434,206.49,Home Appliances,1002,1001,Color:Red;Size:XL;Voltage:110V,Samsung,Gadgets;Utensils
P0001435,Product 1435,Description of Product 1435,172.96,Furniture,1004,1003,Color:Brown;Size:L;Material:Plastic,Ikea,Smartphones;Living Room
P0001436,Product 1436,Description of Product 1436,771.07,Electronics,1001,1003,Color:Brown;Size:M,LG,Kitchen;Smartphones
P0001437,Product 1437,Description of Product 1437,20.4,Home Appliances,1002,1003,Color:Brown;Size:S;Voltage:110V,Ikea,Kitchen;Smartphones
P0001438,Product 1438,Description of Product 1438,869.68,Furniture,1004,1005,Color:Brown;Size:S;Material:Steel,Samsung,Electronics;Kitchen
P0001439,Product 1439,Description of Product 1439,220.66,Books,1006,,Color:Blue;Size:S,Sony,Utensils;Kitchen
P0001440,Product 1440,Description of Product 1440,691.13,Toys,1005,,Color:Red;Size:M,Samsung,Kitchen;Gadgets
P0001441,Product 1441,Description of Product 1441,217.83,Toys,1005,1001,Color:Brown;Size:L,Ikea,Living Room;Home
P0001442,Product 1442,Description of Product 1442,318.86,Kitchen,1003,1004,Color:Black;Size:M;Material:Plastic,Ikea,Smartphones;Utensils
P0001443,Product 1443,Description of Product 1443,97.06,Kitchen,1003,1002,Color:Red;Size:L;Material:Plastic,Samsung,Kitchen;Utensils
P0001444,Product 1444,Description of Product 1444,289.95,Kitchen,1003,,Color:Red;Size:M;Material:Plastic,Philips,Home;Electronics
P0001445,Product 1445,Description of Product 1445,484.22,Toys,1005,1004,Color:Red;Size:M,LG,Home;Utensils
P0001446,Product 1446,Description of Product 1446,851.56,Furniture,1004,1005,Color:White;Size:M;Material:Steel,Panasonic,Smartphones;Electronics
P0001447,Product 1447,Description of Product 1447,762.53,Kitchen,1003,1001,Color:White;Size:M;Material:Steel,Sony,Home;Smartphones
P0001448,Product 1448,Description of Product 1448,998.44,Kitchen,1003,1001,Color:Brown;Size:L;Material:Wood,LG,Gadgets;Home
P0001449,Product 1449,Description of Product 1449,661.34,Toys,1005,1004,Color:Black;Size:M,LG,Home;Living Room
P0001450,Product 1450,Description of Product 1450,376.51,Home Appliances,1002,1005,Color:White;Size:L;Voltage:110V,LG,Furniture;Electronics
P0001451,Product 1451,Description of Product 1451,276.4,Toys,1005,1003,Color:Brown;Size:XL,LG,Electronics;Smartphones
P0001452,Product 1452,Description of Product 1452,602.89,Books,1006,1001,Color:Red;Size:S,Samsung,Furniture;Electronics
P0001453,Product 1453,Description of Product 1453,857.8,Kitchen,1003,1005,Color:Blue;Size:S;Material:Plastic,Panasonic,Kitchen;Living Room
